entry_id,metal,ligand,log_K_exp,log_K_pred,residual,dg_net,donors_raw,donors_dedup,donors_used
NIST_Lu(III)_6333_K1,Lu(III),(2-Hydroxytrimethylene)dinitrilotetraace,15.87,12.81,-3.06,-79.8,11,7,7
NIST_Mn(II)_6333_K1,Mn(II),(2-Hydroxytrimethylene)dinitrilotetraace,9.06,8.89,-0.17,-61.52,11,7,6
NIST_Co(II)_6333_K1,Co(II),(2-Hydroxytrimethylene)dinitrilotetraace,13.92,11.32,-2.6,-74.3,11,7,6
NIST_Ni(II)_6333_K1,Ni(II),(2-Hydroxytrimethylene)dinitrilotetraace,16.63,12.53,-4.1,-78.37,11,7,6
NIST_Cu(II)_6333_K1,Cu(II),(2-Hydroxytrimethylene)dinitrilotetraace,17.21,14.17,-3.04,-80.2,11,7,6
NIST_Fe(III)_6333_K1,Fe(III),(2-Hydroxytrimethylene)dinitrilotetraace,17.2,22.02,4.82,-76.29,11,7,6
NIST_Ag(I)_6333_K1,Ag(I),(2-Hydroxytrimethylene)dinitrilotetraace,5.28,2.27,-3.01,-7.59,11,7,2
NIST_Zn(II)_6333_K1,Zn(II),(2-Hydroxytrimethylene)dinitrilotetraace,13.7,11.27,-2.43,-62.69,11,7,6
NIST_Cd(II)_6333_K1,Cd(II),(2-Hydroxytrimethylene)dinitrilotetraace,12.1,10.3,-1.8,-60.53,11,7,6
NIST_Hg(II)_6333_K1,Hg(II),(2-Hydroxytrimethylene)dinitrilotetraace,18.35,14.36,-3.99,-42.9,11,7,4
NIST_Al(III)_6333_K1,Al(III),(2-Hydroxytrimethylene)dinitrilotetraace,15.2,12.31,-2.89,-52.67,11,7,6
NIST_Mg(II)_6335_K1,Mg(II),Oxybis(ethylenenitrilo)tetraacetic acid ,8.37,5.97,-2.4,-41.7,11,7,6
NIST_Ca(II)_6335_K1,Ca(II),Oxybis(ethylenenitrilo)tetraacetic acid ,9.92,5.9,-4.02,-37.71,11,7,6
NIST_Sr(II)_6335_K1,Sr(II),Oxybis(ethylenenitrilo)tetraacetic acid ,9.24,5.43,-3.81,-42.76,11,7,7
NIST_Ba(II)_6335_K1,Ba(II),Oxybis(ethylenenitrilo)tetraacetic acid ,8.07,5.19,-2.88,-57.35,11,7,7
NIST_La(III)_6335_K1,La(III),Oxybis(ethylenenitrilo)tetraacetic acid ,16.25,9.51,-6.74,-59.48,11,7,7
NIST_Mn(II)_6335_K1,Mn(II),Oxybis(ethylenenitrilo)tetraacetic acid ,13.7,8.89,-4.81,-61.52,11,7,6
NIST_Fe(II)_6335_K1,Fe(II),Oxybis(ethylenenitrilo)tetraacetic acid ,14.2,12.27,-1.93,-79.78,11,7,6
NIST_Cu(II)_6335_K1,Cu(II),Oxybis(ethylenenitrilo)tetraacetic acid ,18.0,14.17,-3.83,-80.2,11,7,6
NIST_Zn(II)_6335_K1,Zn(II),Oxybis(ethylenenitrilo)tetraacetic acid ,15.2,11.27,-3.93,-62.69,11,7,6
NIST_Cd(II)_6335_K1,Cd(II),Oxybis(ethylenenitrilo)tetraacetic acid ,16.1,10.3,-5.8,-60.53,11,7,6
NIST_Hg(II)_6335_K1,Hg(II),Oxybis(ethylenenitrilo)tetraacetic acid ,22.8,14.36,-8.44,-42.9,11,7,4
NIST_Pb(II)_6335_K1,Pb(II),Oxybis(ethylenenitrilo)tetraacetic acid ,14.8,11.89,-2.91,-56.24,11,7,6
NIST_La(III)_6337_K1,La(III),Oxybis(trimethylenenitrilo)tetraacetic a,10.68,9.51,-1.17,-59.48,11,7,7
NIST_Ce(III)_6337_K1,Ce(III),Oxybis(trimethylenenitrilo)tetraacetic a,11.27,12.11,0.84,-79.08,11,7,7
NIST_Nd(III)_6337_K1,Nd(III),Oxybis(trimethylenenitrilo)tetraacetic a,11.66,13.36,1.7,-96.73,11,7,7
NIST_Eu(III)_6337_K1,Eu(III),Oxybis(trimethylenenitrilo)tetraacetic a,11.82,13.02,1.2,-88.69,11,7,7
NIST_Gd(III)_6337_K1,Gd(III),Oxybis(trimethylenenitrilo)tetraacetic a,11.74,13.43,1.69,-87.32,11,7,7
NIST_Dy(III)_6337_K1,Dy(III),Oxybis(trimethylenenitrilo)tetraacetic a,11.72,13.56,1.84,-101.62,11,7,7
NIST_Yb(III)_6337_K1,Yb(III),Oxybis(trimethylenenitrilo)tetraacetic a,12.08,13.14,1.06,-85.98,11,7,7
NIST_Lu(III)_6337_K1,Lu(III),Oxybis(trimethylenenitrilo)tetraacetic a,12.14,12.81,0.67,-79.8,11,7,7
NIST_Ni(II)_6337_K1,Ni(II),Oxybis(trimethylenenitrilo)tetraacetic a,15.26,12.53,-2.73,-78.37,11,7,6
NIST_Cu(II)_6337_K1,Cu(II),Oxybis(trimethylenenitrilo)tetraacetic a,16.96,14.17,-2.79,-80.2,11,7,6
NIST_Zn(II)_6337_K1,Zn(II),Oxybis(trimethylenenitrilo)tetraacetic a,13.35,11.27,-2.08,-62.69,11,7,6
NIST_Cd(II)_6337_K1,Cd(II),Oxybis(trimethylenenitrilo)tetraacetic a,13.8,10.3,-3.5,-60.53,11,7,6
NIST_La(III)_6339_K1,La(III),Oxybis(ethylenenitrilo)(propanoic)triace,13.31,9.51,-3.8,-59.48,11,7,7
NIST_Ce(III)_6339_K1,Ce(III),Oxybis(ethylenenitrilo)(propanoic)triace,14.26,12.11,-2.15,-79.08,11,7,7
NIST_Nd(III)_6339_K1,Nd(III),Oxybis(ethylenenitrilo)(propanoic)triace,14.8,13.36,-1.44,-96.73,11,7,7
NIST_Eu(III)_6339_K1,Eu(III),Oxybis(ethylenenitrilo)(propanoic)triace,15.28,13.02,-2.26,-88.69,11,7,7
NIST_Gd(III)_6339_K1,Gd(III),Oxybis(ethylenenitrilo)(propanoic)triace,15.21,13.43,-1.78,-87.32,11,7,7
NIST_Dy(III)_6339_K1,Dy(III),Oxybis(ethylenenitrilo)(propanoic)triace,15.11,13.56,-1.55,-101.62,11,7,7
NIST_Yb(III)_6339_K1,Yb(III),Oxybis(ethylenenitrilo)(propanoic)triace,15.17,13.14,-2.03,-85.98,11,7,7
NIST_Lu(III)_6339_K1,Lu(III),Oxybis(ethylenenitrilo)(propanoic)triace,15.14,12.81,-2.33,-79.8,11,7,7
NIST_Pb(II)_6340_K1,Pb(II),"2,5-Bis[bis(carboxymethyl)aminomethyl]ox",14.3,11.89,-2.41,-56.24,11,7,6
NIST_Pb(II)_6341_K1,Pb(II),"2,6-Bis[bis(carboxymethyl)aminomethyl]ox",14.9,11.89,-3.01,-56.24,11,7,6
NIST_Mg(II)_6342_K1,Mg(II),Ethylenebis(oxyethylenenitrilo)tetraacet,5.28,5.97,0.69,-41.7,12,8,6
NIST_Ca(II)_6342_K1,Ca(II),Ethylenebis(oxyethylenenitrilo)tetraacet,10.86,5.9,-4.96,-37.71,12,8,6
NIST_Sr(II)_6342_K1,Sr(II),Ethylenebis(oxyethylenenitrilo)tetraacet,8.42,5.84,-2.58,-45.06,12,8,8
NIST_Ba(II)_6342_K1,Ba(II),Ethylenebis(oxyethylenenitrilo)tetraacet,8.3,5.69,-2.61,-60.21,12,8,8
NIST_La(III)_6342_K1,La(III),Ethylenebis(oxyethylenenitrilo)tetraacet,15.67,10.05,-5.62,-62.52,12,8,8
NIST_Th(IV)_6342_K1,Th(IV),Ethylenebis(oxyethylenenitrilo)tetraacet,20.5,16.37,-4.13,-106.0,12,8,8
NIST_Mn(II)_6342_K1,Mn(II),Ethylenebis(oxyethylenenitrilo)tetraacet,12.2,8.89,-3.31,-61.52,12,8,6
NIST_Fe(II)_6342_K1,Fe(II),Ethylenebis(oxyethylenenitrilo)tetraacet,11.8,12.27,0.47,-79.78,12,8,6
NIST_Co(II)_6342_K1,Co(II),Ethylenebis(oxyethylenenitrilo)tetraacet,12.3,11.32,-0.98,-74.3,12,8,6
NIST_Ni(II)_6342_K1,Ni(II),Ethylenebis(oxyethylenenitrilo)tetraacet,13.5,12.53,-0.97,-78.37,12,8,6
NIST_Cu(II)_6342_K1,Cu(II),Ethylenebis(oxyethylenenitrilo)tetraacet,17.7,14.17,-3.53,-80.2,12,8,6
NIST_Fe(III)_6342_K1,Fe(III),Ethylenebis(oxyethylenenitrilo)tetraacet,20.5,22.02,1.52,-76.29,12,8,6
NIST_Zn(II)_6342_K1,Zn(II),Ethylenebis(oxyethylenenitrilo)tetraacet,12.6,11.27,-1.33,-62.69,12,8,6
NIST_Cd(II)_6342_K1,Cd(II),Ethylenebis(oxyethylenenitrilo)tetraacet,16.5,10.3,-6.2,-60.53,12,8,6
NIST_Hg(II)_6342_K1,Hg(II),Ethylenebis(oxyethylenenitrilo)tetraacet,22.9,14.36,-8.54,-42.9,12,8,4
NIST_Pb(II)_6342_K1,Pb(II),Ethylenebis(oxyethylenenitrilo)tetraacet,14.6,11.89,-2.71,-56.24,12,8,6
NIST_Al(III)_6342_K1,Al(III),Ethylenebis(oxyethylenenitrilo)tetraacet,13.9,12.31,-1.59,-52.67,12,8,6
NIST_Th(IV)_6343_K1,Th(IV),"N,N'-Diglycyl-1,2-diaminoethane-N'',N'',",14.0,17.15,3.15,-110.44,14,10,8
NIST_Co(II)_6343_K1,Co(II),"N,N'-Diglycyl-1,2-diaminoethane-N'',N'',",8.85,12.18,3.33,-79.21,14,10,6
NIST_Ni(II)_6343_K1,Ni(II),"N,N'-Diglycyl-1,2-diaminoethane-N'',N'',",9.95,13.82,3.87,-85.75,14,10,6
NIST_Cu(II)_6343_K1,Cu(II),"N,N'-Diglycyl-1,2-diaminoethane-N'',N'',",11.22,13.73,2.51,-77.7,14,10,6
NIST_Fe(III)_6343_K1,Fe(III),"N,N'-Diglycyl-1,2-diaminoethane-N'',N'',",14.7,20.69,5.99,-68.66,14,10,6
NIST_VO(II)_6343_K1,VO(II),"N,N'-Diglycyl-1,2-diaminoethane-N'',N'',",10.3,11.95,1.65,-64.21,14,10,5
NIST_Ga(III)_6343_K1,Ga(III),"N,N'-Diglycyl-1,2-diaminoethane-N'',N'',",13.26,23.67,10.41,-83.44,14,10,6
NIST_Co(II)_6344_K1,Co(II),"N,N'-Diglycyl-1,4-diaminobutane-N'',N'',",8.58,12.18,3.6,-79.21,14,10,6
NIST_Ni(II)_6344_K1,Ni(II),"N,N'-Diglycyl-1,4-diaminobutane-N'',N'',",10.0,13.82,3.82,-85.75,14,10,6
NIST_Cu(II)_6344_K1,Cu(II),"N,N'-Diglycyl-1,4-diaminobutane-N'',N'',",10.4,13.73,3.33,-77.7,14,10,6
NIST_Co(II)_6345_K1,Co(II),"N-(Glycylglycyl)-1,2-diaminoethane-N',N'",11.0,12.18,1.18,-79.21,14,10,6
NIST_Ni(II)_6345_K1,Ni(II),"N-(Glycylglycyl)-1,2-diaminoethane-N',N'",11.3,13.82,2.52,-85.75,14,10,6
NIST_Cu(II)_6345_K1,Cu(II),"N-(Glycylglycyl)-1,2-diaminoethane-N',N'",11.7,13.73,2.03,-77.7,14,10,6
NIST_Co(II)_6346_K1,Co(II),"N,N'-Bis(2-aminoethyl)oxalamide-N'',N'',",10.63,12.18,1.55,-79.21,14,10,6
NIST_Ni(II)_6346_K1,Ni(II),"N,N'-Bis(2-aminoethyl)oxalamide-N'',N'',",11.36,13.82,2.46,-85.75,14,10,6
NIST_Cu(II)_6346_K1,Cu(II),"N,N'-Bis(2-aminoethyl)oxalamide-N'',N'',",12.06,13.73,1.67,-77.7,14,10,6
NIST_Co(II)_6347_K1,Co(II),"N,N'-Bis(2-aminoethyl)malonamide-N'',N''",10.05,12.18,2.13,-79.21,14,10,6
NIST_Ni(II)_6347_K1,Ni(II),"N,N'-Bis(2-aminoethyl)malonamide-N'',N''",11.59,13.82,2.23,-85.75,14,10,6
NIST_Cu(II)_6347_K1,Cu(II),"N,N'-Bis(2-aminoethyl)malonamide-N'',N''",12.48,13.73,1.25,-77.7,14,10,6
NIST_Mg(II)_6348_K1,Mg(II),Thiobis(ethylenenitrilo)tetraacetic acid,4.66,3.5,-1.16,-27.59,11,7,6
NIST_Ca(II)_6348_K1,Ca(II),Thiobis(ethylenenitrilo)tetraacetic acid,6.18,3.59,-2.59,-24.5,11,7,6
NIST_Ce(III)_6348_K1,Ce(III),Thiobis(ethylenenitrilo)tetraacetic acid,13.47,10.32,-3.15,-68.86,11,7,7
NIST_Nd(III)_6348_K1,Nd(III),Thiobis(ethylenenitrilo)tetraacetic acid,14.22,10.97,-3.25,-83.1,11,7,7
NIST_Eu(III)_6348_K1,Eu(III),Thiobis(ethylenenitrilo)tetraacetic acid,14.82,11.2,-3.62,-78.28,11,7,7
NIST_Gd(III)_6348_K1,Gd(III),Thiobis(ethylenenitrilo)tetraacetic acid,14.76,11.32,-3.44,-75.3,11,7,7
NIST_Dy(III)_6348_K1,Dy(III),Thiobis(ethylenenitrilo)tetraacetic acid,14.83,11.59,-3.24,-90.36,11,7,7
NIST_Yb(III)_6348_K1,Yb(III),Thiobis(ethylenenitrilo)tetraacetic acid,14.32,11.6,-2.72,-77.17,11,7,7
NIST_Lu(III)_6348_K1,Lu(III),Thiobis(ethylenenitrilo)tetraacetic acid,14.1,11.26,-2.84,-70.99,11,7,7
NIST_Mn(II)_6348_K1,Mn(II),Thiobis(ethylenenitrilo)tetraacetic acid,10.05,6.98,-3.07,-50.63,11,7,6
NIST_Co(II)_6348_K1,Co(II),Thiobis(ethylenenitrilo)tetraacetic acid,13.93,8.88,-5.05,-60.36,11,7,6
NIST_Ni(II)_6348_K1,Ni(II),Thiobis(ethylenenitrilo)tetraacetic acid,15.6,9.85,-5.75,-63.08,11,7,6
NIST_Cu(II)_6348_K1,Cu(II),Thiobis(ethylenenitrilo)tetraacetic acid,16.45,12.3,-4.15,-69.54,11,7,6
NIST_Zn(II)_6348_K1,Zn(II),Thiobis(ethylenenitrilo)tetraacetic acid,13.39,9.32,-4.07,-51.52,11,7,6
NIST_Cd(II)_6348_K1,Cd(II),Thiobis(ethylenenitrilo)tetraacetic acid,14.38,12.54,-1.84,-73.34,11,7,6
NIST_Hg(II)_6348_K1,Hg(II),Thiobis(ethylenenitrilo)tetraacetic acid,23.6,24.93,1.33,-103.28,11,7,4
NIST_Pb(II)_6348_K1,Pb(II),Thiobis(ethylenenitrilo)tetraacetic acid,13.69,11.55,-2.14,-54.27,11,7,6
NIST_Pb(II)_6349_K1,Pb(II),Dithiobis(ethylenenitrilo)tetraacetic ac,12.28,10.88,-1.4,-50.49,12,8,6
NIST_Mg(II)_6351_K1,Mg(II),Selenobis(ethylenenitrilo)tetraacetic ac,6.15,5.97,-0.18,-41.7,10,6,6
NIST_Ca(II)_6351_K1,Ca(II),Selenobis(ethylenenitrilo)tetraacetic ac,5.12,5.9,0.78,-37.71,10,6,6
NIST_Sr(II)_6351_K1,Sr(II),Selenobis(ethylenenitrilo)tetraacetic ac,4.94,4.98,0.04,-40.16,10,6,6
NIST_La(III)_6353_K1,La(III),N-Ethyliminobis(ethylenenitrilo)tetraace,15.86,9.41,-6.45,-58.91,11,7,7
NIST_Ce(III)_6353_K1,Ce(III),N-Ethyliminobis(ethylenenitrilo)tetraace,16.73,12.38,-4.35,-80.61,11,7,7
NIST_Nd(III)_6353_K1,Nd(III),N-Ethyliminobis(ethylenenitrilo)tetraace,17.44,14.77,-2.67,-104.77,11,7,7
NIST_Eu(III)_6353_K1,Eu(III),N-Ethyliminobis(ethylenenitrilo)tetraace,17.82,13.69,-4.13,-92.53,11,7,7
NIST_Gd(III)_6353_K1,Gd(III),N-Ethyliminobis(ethylenenitrilo)tetraace,17.79,14.47,-3.32,-93.26,11,7,7
NIST_Dy(III)_6353_K1,Dy(III),N-Ethyliminobis(ethylenenitrilo)tetraace,17.84,14.42,-3.42,-106.51,11,7,7
NIST_Yb(III)_6353_K1,Yb(III),N-Ethyliminobis(ethylenenitrilo)tetraace,17.7,13.45,-4.25,-87.72,11,7,7
NIST_Lu(III)_6353_K1,Lu(III),N-Ethyliminobis(ethylenenitrilo)tetraace,17.68,13.11,-4.57,-81.54,11,7,7
NIST_Zn(II)_6353_K1,Zn(II),N-Ethyliminobis(ethylenenitrilo)tetraace,17.18,10.9,-6.28,-60.53,11,7,6
NIST_Cd(II)_6353_K1,Cd(II),N-Ethyliminobis(ethylenenitrilo)tetraace,16.49,9.64,-6.85,-56.78,11,7,6
NIST_La(III)_6354_K1,La(III),N-Phenyliminobis(ethylenenitrilo)tetraac,13.1,9.41,-3.69,-58.91,11,7,7
NIST_Ce(III)_6354_K1,Ce(III),N-Phenyliminobis(ethylenenitrilo)tetraac,13.91,12.38,-1.53,-80.61,11,7,7
NIST_Nd(III)_6354_K1,Nd(III),N-Phenyliminobis(ethylenenitrilo)tetraac,15.1,14.77,-0.33,-104.77,11,7,7
NIST_Eu(III)_6354_K1,Eu(III),N-Phenyliminobis(ethylenenitrilo)tetraac,15.71,13.69,-2.02,-92.53,11,7,7
NIST_Gd(III)_6354_K1,Gd(III),N-Phenyliminobis(ethylenenitrilo)tetraac,15.42,14.47,-0.95,-93.26,11,7,7
NIST_Dy(III)_6354_K1,Dy(III),N-Phenyliminobis(ethylenenitrilo)tetraac,15.35,14.42,-0.93,-106.51,11,7,7
NIST_Yb(III)_6354_K1,Yb(III),N-Phenyliminobis(ethylenenitrilo)tetraac,14.88,13.45,-1.43,-87.72,11,7,7
NIST_Lu(III)_6354_K1,Lu(III),N-Phenyliminobis(ethylenenitrilo)tetraac,14.74,13.11,-1.63,-81.54,11,7,7
NIST_Li(I)_6356_K1,Li(I),Diethylenetrinitrilopentaacetic acid (DT,3.1,2.24,-0.86,-5.84,13,8,4
NIST_Mg(II)_6356_K1,Mg(II),Diethylenetrinitrilopentaacetic acid (DT,9.27,5.23,-4.04,-37.45,13,8,6
NIST_Ca(II)_6356_K1,Ca(II),Diethylenetrinitrilopentaacetic acid (DT,10.75,5.07,-5.68,-32.94,13,8,6
NIST_Sr(II)_6356_K1,Sr(II),Diethylenetrinitrilopentaacetic acid (DT,9.79,7.06,-2.73,-52.06,13,8,8
NIST_Ba(II)_6356_K1,Ba(II),Diethylenetrinitrilopentaacetic acid (DT,8.74,7.79,-0.95,-72.2,13,8,8
NIST_La(III)_6356_K1,La(III),Diethylenetrinitrilopentaacetic acid (DT,19.49,11.16,-8.33,-68.86,13,8,8
NIST_Ce(III)_6356_K1,Ce(III),Diethylenetrinitrilopentaacetic acid (DT,20.43,14.44,-5.99,-92.35,13,8,8
NIST_Nd(III)_6356_K1,Nd(III),Diethylenetrinitrilopentaacetic acid (DT,21.62,16.57,-5.05,-115.06,13,8,8
NIST_Eu(III)_6356_K1,Eu(III),Diethylenetrinitrilopentaacetic acid (DT,22.39,15.79,-6.6,-104.54,13,8,8
NIST_Gd(III)_6356_K1,Gd(III),Diethylenetrinitrilopentaacetic acid (DT,22.39,16.29,-6.1,-103.69,13,8,8
NIST_Dy(III)_6356_K1,Dy(III),Diethylenetrinitrilopentaacetic acid (DT,22.83,16.48,-6.35,-118.27,13,8,8
NIST_Yb(III)_6356_K1,Yb(III),Diethylenetrinitrilopentaacetic acid (DT,22.64,15.76,-6.88,-100.91,13,8,8
NIST_Lu(III)_6356_K1,Lu(III),Diethylenetrinitrilopentaacetic acid (DT,22.46,15.27,-7.19,-93.87,13,8,8
NIST_Mn(II)_6356_K1,Mn(II),Diethylenetrinitrilopentaacetic acid (DT,15.2,8.44,-6.76,-58.94,13,8,6
NIST_Fe(II)_6356_K1,Fe(II),Diethylenetrinitrilopentaacetic acid (DT,16.2,13.25,-2.95,-85.36,13,8,6
NIST_Co(II)_6356_K1,Co(II),Diethylenetrinitrilopentaacetic acid (DT,18.8,11.75,-7.05,-76.74,13,8,6
NIST_Ni(II)_6356_K1,Ni(II),Diethylenetrinitrilopentaacetic acid (DT,20.1,13.18,-6.92,-82.08,13,8,6
NIST_Cu(II)_6356_K1,Cu(II),Diethylenetrinitrilopentaacetic acid (DT,21.2,13.96,-7.24,-79.05,13,8,6
NIST_Fe(III)_6356_K1,Fe(III),Diethylenetrinitrilopentaacetic acid (DT,28.0,21.36,-6.64,-72.47,13,8,6
NIST_Ag(I)_6356_K1,Ag(I),Diethylenetrinitrilopentaacetic acid (DT,8.67,2.27,-6.4,-7.59,13,8,2
NIST_Zn(II)_6356_K1,Zn(II),Diethylenetrinitrilopentaacetic acid (DT,18.2,10.9,-7.3,-60.53,13,8,6
NIST_Cd(II)_6356_K1,Cd(II),Diethylenetrinitrilopentaacetic acid (DT,19.0,9.64,-9.36,-56.78,13,8,6
NIST_Hg(II)_6356_K1,Hg(II),Diethylenetrinitrilopentaacetic acid (DT,26.4,14.05,-12.35,-41.15,13,8,4
NIST_Pb(II)_6356_K1,Pb(II),Diethylenetrinitrilopentaacetic acid (DT,18.8,11.28,-7.52,-52.73,13,8,6
NIST_Al(III)_6356_K1,Al(III),Diethylenetrinitrilopentaacetic acid (DT,18.6,11.26,-7.34,-46.64,13,8,6
NIST_Ga(III)_6356_K1,Ga(III),Diethylenetrinitrilopentaacetic acid (DT,24.3,23.76,-0.54,-83.97,13,8,6
NIST_Bi(III)_6356_K1,Bi(III),Diethylenetrinitrilopentaacetic acid (DT,30.7,23.46,-7.24,-64.9,13,8,6
NIST_Gd(III)_6357_K1,Gd(III),"4-Carboxy-5,8,11-tris(carboxymethyl)-1-p",22.58,16.29,-6.29,-103.69,14,9,8
NIST_La(III)_6358_K1,La(III),Diethylenetrinitrilotetraacetic-N''-prop,17.39,11.16,-6.23,-68.86,13,8,8
NIST_Ce(III)_6358_K1,Ce(III),Diethylenetrinitrilotetraacetic-N''-prop,18.25,14.44,-3.81,-92.35,13,8,8
NIST_Nd(III)_6358_K1,Nd(III),Diethylenetrinitrilotetraacetic-N''-prop,18.94,16.57,-2.37,-115.06,13,8,8
NIST_Eu(III)_6358_K1,Eu(III),Diethylenetrinitrilotetraacetic-N''-prop,19.75,15.79,-3.96,-104.54,13,8,8
NIST_Gd(III)_6358_K1,Gd(III),Diethylenetrinitrilotetraacetic-N''-prop,19.74,16.29,-3.45,-103.69,13,8,8
NIST_Dy(III)_6358_K1,Dy(III),Diethylenetrinitrilotetraacetic-N''-prop,19.54,16.48,-3.06,-118.27,13,8,8
NIST_Yb(III)_6358_K1,Yb(III),Diethylenetrinitrilotetraacetic-N''-prop,19.51,15.76,-3.75,-100.91,13,8,8
NIST_Lu(III)_6358_K1,Lu(III),Diethylenetrinitrilotetraacetic-N''-prop,19.34,15.27,-4.07,-93.87,13,8,8
NIST_Ca(II)_6361_K1,Ca(II),,10.7,5.07,-5.63,-32.94,9,6,6
NIST_Gd(III)_6361_K1,Gd(III),,13.12,12.84,-0.28,-83.96,9,6,6
NIST_Ca(II)_6362_K1,Ca(II),"Diethylenetrinitrilopentaacetic acid N,N",7.17,3.39,-3.78,-23.39,13,9,6
NIST_La(III)_6362_K1,La(III),"Diethylenetrinitrilopentaacetic acid N,N",14.55,10.2,-4.35,-63.42,13,9,9
NIST_Gd(III)_6362_K1,Gd(III),"Diethylenetrinitrilopentaacetic acid N,N",16.86,15.78,-1.08,-100.78,13,9,8
NIST_Dy(III)_6362_K1,Dy(III),"Diethylenetrinitrilopentaacetic acid N,N",17.9,15.62,-2.28,-113.34,13,9,8
NIST_Lu(III)_6362_K1,Lu(III),"Diethylenetrinitrilopentaacetic acid N,N",17.06,13.35,-3.71,-82.92,13,9,8
NIST_Cu(II)_6362_K1,Cu(II),"Diethylenetrinitrilopentaacetic acid N,N",13.05,13.49,0.44,-76.33,13,9,6
NIST_Zn(II)_6362_K1,Zn(II),"Diethylenetrinitrilopentaacetic acid N,N",12.04,10.14,-1.9,-56.22,13,9,6
NIST_Ca(II)_6364_K1,Ca(II),"N,N-Bis(2-pyridylmethyl)diethylenetrinit",8.0,3.39,-4.61,-23.39,13,9,6
NIST_Gd(III)_6364_K1,Gd(III),"N,N-Bis(2-pyridylmethyl)diethylenetrinit",16.8,15.78,-1.02,-100.78,13,9,8
NIST_Cu(II)_6364_K1,Cu(II),"N,N-Bis(2-pyridylmethyl)diethylenetrinit",17.5,13.49,-4.01,-76.33,13,9,6
NIST_Zn(II)_6364_K1,Zn(II),"N,N-Bis(2-pyridylmethyl)diethylenetrinit",14.0,10.14,-3.86,-56.22,13,9,6
NIST_La(III)_6365_K1,La(III),{Bis[3-(bis(carboxymethyl)amino)propyl]m,7.58,11.16,3.58,-68.86,13,8,8
NIST_Ce(III)_6365_K1,Ce(III),{Bis[3-(bis(carboxymethyl)amino)propyl]m,8.08,14.44,6.36,-92.35,13,8,8
NIST_Nd(III)_6365_K1,Nd(III),{Bis[3-(bis(carboxymethyl)amino)propyl]m,8.43,16.57,8.14,-115.06,13,8,8
NIST_Eu(III)_6365_K1,Eu(III),{Bis[3-(bis(carboxymethyl)amino)propyl]m,8.9,15.79,6.89,-104.54,13,8,8
NIST_Gd(III)_6365_K1,Gd(III),{Bis[3-(bis(carboxymethyl)amino)propyl]m,8.79,16.29,7.5,-103.69,13,8,8
NIST_Dy(III)_6365_K1,Dy(III),{Bis[3-(bis(carboxymethyl)amino)propyl]m,9.0,16.48,7.48,-118.27,13,8,8
NIST_Yb(III)_6365_K1,Yb(III),{Bis[3-(bis(carboxymethyl)amino)propyl]m,9.85,15.76,5.91,-100.91,13,8,8
NIST_Lu(III)_6365_K1,Lu(III),{Bis[3-(bis(carboxymethyl)amino)propyl]m,9.83,15.27,5.44,-93.87,13,8,8
NIST_Mg(II)_6366_K1,Mg(II),Triethylenetetranitrilohexaacetic acid (,8.86,4.48,-4.38,-33.19,16,10,6
NIST_Ca(II)_6366_K1,Ca(II),Triethylenetetranitrilohexaacetic acid (,10.32,4.23,-6.09,-28.16,16,10,6
NIST_La(III)_6366_K1,La(III),Triethylenetetranitrilohexaacetic acid (,22.6,11.58,-11.02,-71.28,16,10,9
NIST_Nd(III)_6366_K1,Nd(III),Triethylenetetranitrilohexaacetic acid (,22.9,18.45,-4.45,-125.79,16,10,9
NIST_Eu(III)_6366_K1,Eu(III),Triethylenetetranitrilohexaacetic acid (,23.0,15.23,-7.77,-101.34,16,10,8
NIST_Gd(III)_6366_K1,Gd(III),Triethylenetetranitrilohexaacetic acid (,23.0,16.04,-6.96,-102.27,16,10,8
NIST_Dy(III)_6366_K1,Dy(III),Triethylenetetranitrilohexaacetic acid (,23.1,16.05,-7.05,-115.84,16,10,8
NIST_Yb(III)_6366_K1,Yb(III),Triethylenetetranitrilohexaacetic acid (,23.6,14.81,-8.79,-95.49,16,10,8
NIST_Lu(III)_6366_K1,Lu(III),Triethylenetetranitrilohexaacetic acid (,23.9,14.31,-9.59,-88.4,16,10,8
NIST_Th(IV)_6366_K1,Th(IV),Triethylenetetranitrilohexaacetic acid (,31.9,17.15,-14.75,-110.44,16,10,8
NIST_Mn(II)_6366_K1,Mn(II),Triethylenetetranitrilohexaacetic acid (,15.1,7.99,-7.11,-56.39,16,10,6
NIST_Fe(II)_6366_K1,Fe(II),Triethylenetetranitrilohexaacetic acid (,15.8,14.22,-1.58,-90.88,16,10,6
NIST_Co(II)_6366_K1,Co(II),Triethylenetetranitrilohexaacetic acid (,17.5,12.18,-5.32,-79.21,16,10,6
NIST_Ni(II)_6366_K1,Ni(II),Triethylenetetranitrilohexaacetic acid (,18.9,13.82,-5.08,-85.75,16,10,6
NIST_Fe(III)_6366_K1,Fe(III),Triethylenetetranitrilohexaacetic acid (,26.8,20.69,-6.11,-68.66,16,10,6
NIST_Ag(I)_6366_K1,Ag(I),Triethylenetetranitrilohexaacetic acid (,8.7,2.27,-6.43,-7.59,16,10,2
NIST_Zn(II)_6366_K1,Zn(II),Triethylenetetranitrilohexaacetic acid (,17.9,10.52,-7.38,-58.37,16,10,6
